2017,내생이 한 번 뿐이듯,내 생이 한번 뿐이듯,
2018,모든 능력과 모든 권세,모든 능력과 모든 권세,
2019,예수 피를 힘입어,주의 보좌로 나아갈 때에,
2020,내 하나님이,넘지 못할 산이 있다고 해도,
2021,나 예수를 안 뒤에,나 예수를 안 뒤에,
2022,그가 오신 이유,이 세상 가장 아름다운,
2023,나의 하나님이시여,나의 하나님이시여,
2024,주님 마음 내게 주소서,보소서 주님 나의 마음을,
2025,나는 믿네,내게 허락하신 시련을 통해,
2026,주님을 만났네,주님을 만났네,
2027,끝없는 사랑,참 아름다운 우리 주님과,
2028,나 이제 알아요,주님 내가 이제 주님의 사랑,
2029,사랑합니다 (박영재),나의 삶이 주 앞에 향기로운,
2030,마라나타,마라나타 주 예수여,
2031,그 이름 비길 데 어디 있나,그 이름 비길 데가 어디 있나,
2032,나는 행복한 사람,나는 행복한 사람,
2033,주의 향기로 가득히,마음속에 미움과 다툼이,
2034,동일하신 하나님,슬플 때나 즐거울 때나,
2035,찬양 받기에 합당하신 주님,찬양받기에 합당하신 주님,
2036,십자가 그 사랑 멀리 떠나서,십자가 그 사랑 멀리 떠나서,
2037,보라 너희는 두려워 말고,보라 너희는 두려워말고,
2038,주의 도를 버리고,주의 도를 버리고,
2039,내가 어디에서,내가 어디에서 와서,
2040,내 탓이요,내 탓 네 탓 원망 불평 말하지,
2041,그 사랑,아버지 사랑 내가 노래해,
2042,기도하는 사람들은,기도하는 사람들은,
2043,여호와의 유월절,지극히 높은 주님의,
2044,나는 일어서리라,아무 것도 할 수 없는 나에게,
2045,우리가 이 일에 증인 되었으니,우리가 이일에 증인 되었으니,
2046,주를 향한 그리움,성령 하나님 곁에 계시다는 것,
2047,주 오시리 곧 오시리,주 오시리 곧 오시리,
2048,내 구주 예수님,내 구주 예수님 주 같은 분은,
2049,천년을 하루 같이,세상의 헛된 부귀 영화,
2050,사모의 노래,들에 핀 한 송이 작은 꽃처럼,
2051,주의 임재 앞에,주의 임재 앞에 잠잠해,
2052,아무런 이유 없이,아무런 이유 없이,
2053,축복 잔치,잔치로다 축복 잔치,
2054,그대는 아는가,그대는 아는가 그대 몸은,
2055,찬양하리 영원토록,찬양하리 영원토록,
2056,어느 날,어느 날 갑자기 찾아온,
2057,주 말씀,주 말씀 내 발의 등이요,
2058,나를 인도하소서,나 주를 멀리 떠나서,
2059,모세의 노래,여호와를 찬양하리 높고,
2060,이제 알았네,이제 알았네 주님 당신이,
2061,네 모든 짐을 주께 맡겨,네 모든 짐을 주께 맡겨,
2062,내 모든 삶의 행동,내 모든 삶의 행동 주 안에,
2063,주님이 가신 그 길,주님이 가신 그 길을 나도,
2064,부끄러운 고백,나의 양심이 정직하지 못해서,
2065,날 고치소서,날 고치소서 주님의 손으로,
2066,예수 하나님의 공의,예수 하나님의 공의,
2067,임마누엘 하나님,사방으로 우겨싸도,
2068,모든 민족에게,모든 민족에게 주 성령,
2069,주님 곁으로,주님 곁으로 날 이끄소서,
2070,전능하신 하나님,전능하신 하나님과,
2071,사랑의 노래,그윽하게 바라보던 눈동자,
2072,아름답고 놀라운 주 예수,아름답고 놀라운 주 예수,
2073,파도여 잠잠하라,휘몰아치는 파도 위에서,
2074,환난 날에 나를 부르라,내가 주님을 만났을 때에,
2075,주님이 우릴 도우 시네,무거운 십자가 등에 지고,
2076,여호와는 네게 복을 주시고,여호와는 네게 복을 주시고,
2077,들꽃처럼,들꽃처럼 살아온 내 인생,
2078,인생의 사계절,봄바람이 불어오면,
2079,할렐루야 (강태원),할렐루야 (강태원),
2080,피난처 되신 주 구원의,피난처 되신 주 구원의 노래로,
2081,나의 모습 나의 소유,나의 모습 나의 소유,
2082,모든 민족과 방언들 가운데,모든 민족과 방언들 가운데,
2083,교회여 일어나라,교회여 일어나라,
2084,아름다운 00 교회라,어둡고 냉랭한 이땅위에,
2085,나 두렵지 않네요,나 두렵지 않네요,
2086,내게 평화로 답하소서,주여 내 기도 들으소서,
2087,주의 손에 맡겨 드리리,주의 손에 맡겨 드리리,
2088,나의 하나님 (강태원 재편곡),나의 하나님 나의 하나님 (재편곡),
2089,존귀하신 여호와 하나님,존귀하신 여호와 하나님,
2090,있네,내 눈에는 주 예수의 아름다우심,
2091,예수님 나에게,예수님 나에게 찬양하라,
2092,고백하리라,젖어있는 눈망울이,
2093,나의 믿음 주께 있네,나의 믿음 주께 있네,
2094,우리 서로 손을 잡고,우리 서로 손을 잡고,
2095,이제 찾아옵니다,감추어진 죄악을 자랑삼던,
2096,변하지 않는 것이 있어요,변하지 않는 것이 있어요,
2097,우리 때문에,잊을 수 없네 하나님의 사랑,
2098,만세 반석,주님 같은 반석은 없도다,
2099,할렐루야 찬양하세,할렐루야 찬양하세,
2100,내 마음 다해,내 마음 다해 주 이름 찬양해,
2101,다시 복음 앞에 나가자,십자가의 비밀이,
2102,부자 송,여호와께서 복을 주시으로,
2103,은혜로다 (정종택),은혜로다 주와 함께,
2104,주께 가까이 (Adhemar de Campos),주께 가까이 날 이끄소서,
2105,찬양의 열기 모두 끝나면,찬양의 열기 모두 끝나면,
2106,하나님의 사랑 주님의 눈물,하나님의 사랑 주님의 눈물,
2107,하루 하루,하루 하루 지나가는데,
2108,아름다운 세상에서,하나님이 창조하신 (채수련),
2109,네가 나를 사랑하느냐,네가 나를 사랑하느냐,
2110,하늘과 땅의 모든 권세,하늘과 땅의 모든 권세를,
2111,새힘 얻으리,새힘 얻으리 주를 바랄 때,
2112,내가 승리하리라,감당 못할 고난이 닥쳐와도,
2113,내 마음에 가득 채운,내 마음에 가득 채운,
2114,하늘 나라 시온성,저 멀리 높은 시온성이,
2115,나의 하나님 (박영재),여호와 나의 하나님,
2116,십자가의 전달자,난 지극히 작은 자 죄인 중에,
2117,메마른 우리 마음,메마른 우리 마음,
2118,이 죄인의 죄를,온갖 죄악을 저질러서,
2119,오 내 맘에 넘치는 기쁨,오 내 맘에 넘치는 기쁨,
2120,모든 것 되신 주님,별빛 속에 빛나는 주님,
2121,주의 길을 예비하라,살아계신 주 여호와,
2122,충성하게 하소서,주님께서 내게 주신,
2123,왜 사랑하시나,나 같은 죄인을 왜 사랑,
2124,나는 오늘 하루도,나는 오늘 하루도 주님의,
2125,내가 여호와의 말씀을,네가 여호와의 말씀을,
2126,이 그릇을 주님 쓰시려고,더러운 이 그릇을,
2127,은혜 아래 있네,내 아버지의 은혜 아래,
2128,그럼에도 불구하고,마음속에 어려움이 있을 때,
2129,너의 앞에 어려운 일 있을,너의 앞에 어려운 일 있을 때,
2130,내 영혼은 안전합니다,내 아버지 그 품 안에서,
2131,나의 맘 받으소서,나의 맘 받으소서,
2132,임재,하늘의 문을 여소서,
2133,그리운 내 고향,생명수 샘이 흐르네,
2134,하나님은 너를 만드신 분,하나님은 너를 만드신 분,
2135,영혼의 기도,영혼으로 통곡하는,
2136,예수 나의 치료자,예수 나의 좋은 치료자,
2137,토기장이,내가 너를 빚었단다,
2138,높은 곳에서 나를,높은 곳에서 나를,
2139,주의 이름의 능력이,삶이 지치고 힘들어,
2140,내 아들아,내 아들아 내가 아노라,
2141,당신은 주님의 보석,내가 천사의 말을 해도,
2142,묻지 않으시는,너의 하나님 그 앞에,
2143,하늘 권세 그 능력으로,하늘 권세 그 능력으로,
2144,예수님의 흔적,예수님의 흔적이 지나가는,
2145,천국 길을 같이 가요,우리 모두 손을 잡고,
2146,나의 주 나의 하나님이여,나의 주 나의 하나님이여,
2147,죽음보다 강한 사랑,죽음보다 강한 사랑,
2148,고치소서,고치소서 주의 길을 걷게,
2149,예수 감사하리 주의 보혈,예수 감사하리 주의 보혈,
2150,사랑하는 자들아 (윤용섭),사랑하는 자들아,
2151,기도의 날개를 달고,기도의 날개를 달고,
2152,모래위의 발자국,지난 꿈 속에 나는,
2153,여호와께서 성도의 걸음을,여호와께서 성도의 걸음을,
2154,기록할 수 없는 사랑,하늘을 두루마리 삼고,
2155,십자가의 은혜,왜 이렇게 아파하는지,
2156,회복의 은혜,회복의 은혜가 흘러가네,
2157,하나님의 복,우리 교회의 아기,
2158,불같은 성령 임하셔서,오순절 거룩한 성령께서,
2159,순종,빈손으로 왔습니다,
2160,여호와는 나의 목자시니 (신창규),여호와는 나의 목자시니 (신창규),
2161,들풀에 깃든 사랑,오늘 피었다지는 들풀도,
2162,하나님의 조건없는 사랑,나를 기가막힐,
2163,예수님은 사랑이라,예수님은 사랑이라,
2164,주님은 너와 함께,세상 사람들 너를 바라보지 않으며,
2165,예수를 생각하고,예수를 생각하고 나는 나는,
2166,사람을 살리는 노래,주 부르심 따라 예수 이름 부르며,
2167,두렵지 않아,험한 세상 길 나 홀로 가도,
2168,타오르게 하소서,젖은 가슴들 오세요 눈물로 얼룩진,
2169,모자람 (주의 보혈),하나님 앞에 나가긴 아직 모자란게,
2170,내 눈을 떠서 (Open Our Eyes),내 눈을 떠서 주 보게 하시고,
2171,여호와 삼마,이스라엘 백성이 머물던,
2172,생명과 바꾼 주의 사랑을,생명과 바꾼 주의 사랑을,
2173,여호와는 나의 목자니,여호와는 나의 목자니 내가,
2174,믿음의 경주,더 나은 본향을 향하여,
2175,오 나의 주 하나님,오 나의 주 하나님 내 속에 정한,
2176,주님의 마음을 가진 자,주님의 마음을 주님의 심장을,
2177,작은 예배자,나를 버리고 또 버리며,
2178,예수님의 보혈만이,예수님의 보혈만이,
2179,주의 사랑이 지금,주의 사랑이 지금 우리와,
2180,우리 주만 참 하나님,우리 주만 참 하나님 우리 하나님만이,
2181,내 평생의 노래,내 맘 깊은 곳에,
2182,나는 생명 양식 (내 너를 일으키리),나는 생명양식 내게 오는 자 주리지,
2183,주여 임하소서 (Welcome into this place),주여 임하소서 상한,
2184,사랑합니다 영광의 주 하나님,사랑합니다 영광의 주 하나님,
2185,나는 예배자입니다,나는 하나님을,
2186,값지게 하시었네,아! 값지게 하시었네,
2187,주와 함께라면,주와 함께라면 가난해도 좋아,
2188,괴로운 골짜기로 (골고다),괴로운 골짜기로,
2189,전능하신 우리 주 하나님께,전능하신 우리 주 하나님에께,
2190,때를 얻든지 못 얻든지,하나님의 눈물과,
2191,나 같은 죄인 구하시려,나 같은 죄인 구하시려,
2192,주님만이,나 약해있을 때에도 주님은 함께,
2193,내가 연약해도,지금 나에게 한 소망 있네,
2194,지쳐버릴 때,지쳐 버릴 때 나에게로 오라,
2195,네가 정말 빛이냐,네가 정말 빛이냐,
2196,축복하노라,나의 은총을 입은이여,
2197,기쁘게 손뼉치면서,기쁘게 손벽치면서 소리쳐 노래,
2198,날 사랑하는 이/예수 사랑하심은,날 사랑하는 이 예수/예수 사랑하심은,
2199,날 위해 이 땅에,날 위해 이 땅에,
2200,날개,주님을 그리다가,
2201,그 사랑으로 우리,내게 보이신,
2202,주의 길,주의 길 멀고 험해도,
2203,내 영혼 깊은 그 곳에,내 영혼 깊은 그 곳에,
2204,휘장을 지나,휘장을 지나 담대히 주님의 보좌,
2205,왕이신 예수 (All Hail King Jesus),왕이신 예수 그는 임마누엘,
2206,할 수 있거든이 무슨 말이냐,할 수 있거든이,
2207,I will Run To You,주 앙망하는 자 새 힘을 얻으리,
2208,나 변화되었네,깨지지 못한 나의 심령,
2209,주님의 위로,너에게 지금 고난을 주는 것은,
2210,할렐루야 주를 찬양,여기 모인 우리 마음 다해,
2211,주님과 함께,내가 걷고 있는 이길 비록 멀고도,
2212,나를 이끄시는 주님,나를 사랑하시는 주님,
2213,시편 139편,나 보다 나를 잘 아시는,
2214,새로운 계명을,새로운 계명을 우리에게,
2215,외롭지 않아,세상 때문에 눈물 흘려도,
2216,내가 주님을,나의 입술이,
2217,주님 오시면,주님 오시면 나는 말하리,
2218,Born Again,주 안에서 내 영혼,
2219,언제나 주만,주님의 사랑이,
2220,기뻐해,주는 약한 자 돌보시며,
2221,주의 십자가 사랑하리,죄와 허물을 뚫고,
2222,나는 노래하네,나는 노래하네,
2223,우릴 향한 주님 사랑,우릴 향한 주님 사랑 아니요,
2224,여호와께 돌아가자,내 백성이 나를 떠나,
2225,난 자유해,난 자유해 난 자유해,
2226,하나님은 네게 복을 주시고 (축복송),하나님은 네게 축복을 주시고,
2227,주가 일하시네,날이 저물어 갈때,
2228,아버지께,왜 그렇게 사랑했나요,
2229,내려놓음,나를 버리고,
2230,평화 하나님의 평강이,평화 하나님의 평강이,
2231,선한목자,선한 목자 나 길잃고 헤맬 때,
2232,사랑은 여기 있으니,사랑은 여기 있으니,
2233,주여! 당신 발아래,주여 당신 발아래,
2234,날 만나라,날 만나라 날 만나라 그룹,
2235,높이 계신 주께,높이 계신 주께 영광,
2236,하나님의 그늘 아래,하나님의 그늘 아래,
2237,예수 사랑 (나의 사랑),예수 사랑 나의 사랑,
2238,피난처,나는 주를 나의 피난처로,
2239,천국 잔치,하나님의 나팔 소리,
2240,나의 피난처 예수,나의 피난처 예수,
2241,우리는 주님의 움직이는 교회,우리는 주님의 움직이는 교회,
2242,주 은혜 놀랍도다,날 위하여 십자가 지신 주,
2243,일사각오,나는 지금 심령에,
2244,신앙고백,신앙의 참된 의미를 알고,
2245,나의 아버지 (전용대),나를 만드시고,
2246,십자가 사랑,피도 눈물도,
2247,십자가로,나 같은 죄인,
2248,내가 항상,내가 항상 기뻐하며,
2249,주의 나라가 내 안에,주의 나라가 내 안에 임하시네,
2250,에덴의 회복,태초에 하나님이,
2251,주님!주님!주님!,주님 주님 오 나의 주님,
2252,여호와의 영광을 인정하는 것이,여호와의 영광을,
2253,항상 기뻐하라,항상 기뻐하라 할렐루야 항상 기뻐,
2254,내 삶의 주인,주의 사랑을,
2255,나의 기도,하나님 나의 이 마음을,
2256,순례자의 길,섬들아 내 앞에,
2257,아론의 축복,전능하신 하나님 너를,
2258,주 사랑이 내게 들어와,내 입술이 주를,
2259,나의 눈물을 주의 병에 담아,나의 삶에 흘릴 눈물 없건만,
2260,네 눈을 조심해,네 눈이 보는 것을 조심해,
2261,영원하신 그 사랑,사랑스런 그,
2262,너 결코,너 결코,
2263,왕되신 주 앞에,햇살보다 밝게 빛나는 주의 영광,
2264,강한 용사,강한 용사 무장하신 거룩한 만군,
2265,여호와를 앙망하는자,여호와를 앙망하는 자,
2266,Jesus,예수 주 내 삶의 소망,
2267,성령님 이곳에 (오소서),성령님 이곳에 오소서 부드러운,
2268,만방의 족속들아,만방의 족속들아,
2269,내 안에 예수께서 사신 것이라,주님 없이 내가 할 수 있다고,
2270,호렙산 떨기,호렙산 떨기 나무에 나타나신,
2271,주님의 손길,주님의 손길 생명 빛되네 눈먼자,
2272,승리하리라,승리하리라 승리하리라,
2273,주님 때문에,내 몸이 온전치 못하여서,
2274,이 세상 무엇과도 (자유를꿈꾸며),이 세상 무엇과도 (정종원),
2275,주님 주신 평안이,주님 주신 평안이,
2276,주 나의 피난처,주 나의 피난처 주 나의 피난처,
2277,세상 속에서,세상 속에서 눈을,
2278,주님의 은혜 있네,주님의 은혜 있네,
2279,선교사의 삶,내가 즐기고 싶은 것을,
2280,날마다 내 짐을 지시는 주님,날마다 내 짐을,
2281,내 안에 오직 예수,주와 함께 못박힌 후,
2282,난 이렇게 많이 받았는데,난 주러 왔을 뿐인데,
2283,그가 내 안에,내 삶을 안으신 그 사랑,
2284,예수 우리들의 밝은 빛,예수 우리들의 밝은 빛,
2285,누굴 위해 눈물을 흘리나요,당신은 누구를 위해,
2286,주님 말씀하시면,주님 말씀하시면,
2287,십자가 (김지은),걷고 있네 높은 언덕,
2288,너무 힘이 드시죠,너무 힘이 드시죠,
2289,내가 소중한 사람,내가 소중한 사람이라는 것,
2290,예수 구원자,온 땅에 주 같은 분 없네,
2291,하나님의 꿈,영원전에 나를 향한 하늘 아버지의 꿈,
2292,다시 일어서세요,힘들고 어려운 일이,
2293,소리 높여,빛나는 주의 영광,
2294,주님을 원해요,세상의 그 무엇 보다,
2295,내가 길을 잃고 헤매일 때에,내가 길을 잃고 헤매일 때에,
2296,You Still Love Me,주의 이름 부르며,
2297,은혜의 힘입니다,내가 고난중에도,
2298,목자 되신 우리 주님,생명의 근원 반석이신,
2299,내 모습 이대로,내 모습 이대로 사랑하시네,
2300,나의 찬송가운데 임마누엘,나의 찬송 가운데 임마누엘,
2301,주의 흔적 남게하소서,여호와여 나를 통해,
2302,후회의 고백,남은 날이 너무 짧아,
2303,나 아무것 없어도,나 아무것 없어도 주님이 있고,
2304,나갔네,나갔네 나갔네 나갔네 나의 마음,
2305,가장 높은 곳에서,가장 높은 곳에서 가장,
2306,험한 세상 나그네 길,험한 세상 나그네길 나의 맘이,
2307,너의 눈물 닦아 주리라,너의 눈물 닦아 주리라,
2308,하늘 나라 영원하리,우리 인생 가는 세월,
2309,하나님이 세우시는 예배자,내가 선 이곳이 주를 예배하도록,
2310,믿음의 축복,이런 기쁨 세상엔 없네,
2311,그 하나님이,없는 것을 있는 것처럼,
2312,에벤에셀 하나님,감사하신 하나님 에벤에셀,
2313,십자가 그 사랑이,눈물 흘리시는 아버지,
2314,성령 하나님,성령 하나님 나를 만지소서,
2315,하나님의 위로,한 순간도 견디기가,
2316,십자가 그 바람이,십자가 서 있는 곳,
2317,나의 소원,나의 삶은 언제나,
2318,주님의 크신 은혜,십자가에 달려죽으신,
2319,나를 통하여,지금 서있는 이 곳에서,
2320,주님의 숲,어느날 문득 찾아온,
2321,주님 내 편이면,주님 내 편이면 누가 대적하리 항상,
2322,부르심,내게 말씀하신 곳,
2323,내 한가지 소원 (김창석),내 한가지 소원,
2324,너의 편이 되신 주,비바람이 몰아치고,
2325,그 피가,주님이 가신 길 골고다,
2326,나 주님과 함께 살리라,나 주님과 함께 살리라,
2327,나 여호와께 감사할 것은,나 여호와께 감사할 것은,
2328,오직 예수 (이권희),세상 모든 것 내게 다,
2329,섬김,하늘의 영광을 다 버리고,
2330,용서의 주님,내가 써야할 가시관을 대신 쓰고,
2331,그 사랑이 흘러간다,내 가슴 속에 한 소망,
2332,불을 내려 주소서,나는 아네 내가 살아가는 이유,
2333,내 영혼에 은혜의 단비를,사막의 마른 땅과,
2334,나의 찬미 (어찌하여야),어찌하여야 그 크신 은혜 갚으리,
2335,말씀 위 서리,저 마귀 유혹할 때에,
2336,사랑의 주님,내가 가는 길 거칠어도,
2337,내게 가장 귀한 것,나에게 있어서 가장 귀한 건,
2338,내게 주신 은혜,깊은 어둠에 서 있을 때,
2339,누가 나의 마음 알아주리요,누가 나의 마음을 알리요,
2340,나는 가난해도 부유해도,나는 가난해도 부유해도,
2341,나의 예수님,나의 예수님 난,
2342,나 기다립니다,나 기다립니다 내영혼 지치고,
2343,아무것도 두려워 말라,아무 것도 두려워 말라,
2344,여호와의 구원의 성에,여호와의 구원의 성에 거하는자,
2345,우리 승리하리,우리 승리하리 우리 승리하리,
2346,왕 되신 주,왕 되신 주 사랑합니다 왕 되신 주,
2347,너는 내것이라,주님을 나의 길이라,
2348,바울의 고백,내게 말할 수 없는 고통이,
2349,예수님 우시었네,예수님 우시었네,
2350,내가 나 된 것은,나가 나 된 것은 오직 하나님께로,
